Work ID,Component ID,Previous ID,Artist Name (EN),Artist Name (JP),Component Title (EN),Component Title (JP),Component Description (EN),Component Description (JP),Contributors (EN),Contributors (JP),Collection,Recording Date,Color,Sound,Run time (HH:MM:SS),Media Type,Media Format,Component Type,Relation,Film Process,Film Element Type,Film Wind,FPS,Audio Speed,Brand,Reel Size,Audio Reel Capacity,Video Stock Length,Video Standard,File Name,Codec,Codec ID,File Size (GB),Duration,Bit Rate,Dimensions,Display Aspect Ratio,Bit Depth,Scan Type,Encoded Date,Provenance,Viewing Restrictions,Terms Governing Use,Housing Annotations,Item Annotations,Condition Notes (EN),Condition Notes (JP),Notes,Date of Entry (MM-DD-YYYY),Cataloger
TA_091,IT_172,,IIMURA Takahiko,飯村隆彦,Timing,タイミング,,,,,Iimura Takahiko,,,,,Film,16mm,,,,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_092,IT_199,,IIMURA Takahiko,飯村隆彦,TIMING 1.2.3,タイミング 1.2.3,Sound by Takahiko Iimura,,,,Iimura Takahiko,1972,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,"Metal / メタル缶; To,omg 1 2 3 b/w",,,,,,CCJ
TA_092,IT_200,,IIMURA Takahiko,飯村隆彦,TIMING 1.2.3,タイミング 1.2.3,,,,,Iimura Takahiko,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶,,,,,,CCJ
TA_092,IT_201,,IIMURA Takahiko,飯村隆彦,TIMING 1.2.3,タイミング 1.2.3,,,,,Iimura Takahiko,,BW,Sound,00:11:00,Film,16mm,,,Master / マスター,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶,,,,,,
TA_093,IT_133,38,IIMURA Takahiko,飯村隆彦,To the Garden of Water Lilies,モネの睡蓮の庭の方へ,,,,,Iimura Takahiko,1990,,,00:30:15,Video,U-matic,,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annotations indicate transfer from Betacam,,CCJ
TA_094,IT_085,,IIMURA Takahiko,飯村隆彦,Tooth for Tooth,歯には歯を,,,,,Iimura Takahiko,,,,,,,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_095,IT_158,62,IIMURA Takahiko,飯村隆彦,Video Field,ヴィデオ・フィールド No. 1 ＆ 2,,,,,Iimura Takahiko,1975,,,00:12:00,Video,U-matic S,,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Copy from 1/2"" open reel?.]",,CCJ
TA_096,IT_256,,IIMURA Takahiko,飯村隆彦,Video Gesture,ヴィデオ・ジェスチャー,,,,,Iimura Takahiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA_097,IT_205,,IIMURA Takahiko,飯村隆彦,Virgin,ヴァージン,,,,,Iimura Takahiko,,BW,Silent,00:20:00,Film,16mm,,,Master / マスター,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Cardboard / ボール紙,,,,,,
TA_097,IT_206,,IIMURA Takahiko,飯村隆彦,Virgin,ヴァージン,,,,,Iimura Takahiko,1996,BW,Silent,00:20:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック,,,,,,
TA_097,IT_207,,IIMURA Takahiko,飯村隆彦,Virgin,ヴァージン,,,,,Iimura Takahiko,,Color,Sound,00:20:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック; 上映禁止 旧版,,,,,,
TA_097,IT_208,,IIMURA Takahiko,飯村隆彦,Virgin,ヴァージン,,,,,Iimura Takahiko,,Color,Sound,00:20:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック,,,,,,
TA_098,IT_148,51,IIMURA Takahiko,飯村隆彦,Visual Logic (and Illogic),視覚的論理（と非論理）,,,,,Iimura Takahiko,1977,,,00:19:45,Video,U-matic,,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,See additional copy on shelf with yellow sticker 6.,,CCJ
TA_098,IT_257,,IIMURA Takahiko,飯村隆彦,Visual Logic (and Illogic),ヴィジュアル・ロジック(アンド アイロジック),,,,,Iimura Takahiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA_099,IT_051,,IIMURA Takahiko,飯村隆彦,White Calligraphy,ホワイト・カリグラフィー,,,,,Iimura Takahiko,1967,BW,Silent,00:11:00,Film,Super 8mm,,,Duplicate Print / デュープ　,,,24fps,,,,,,,,,,,,,,,,,,,,,,#1,,,,,CCJ
TA_099,IT_052,,IIMURA Takahiko,飯村隆彦,White Calligraphy,ホワイト・カリグラフィー,,,,,Iimura Takahiko,1967,,,,Film,Super 8mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3,,,,,CCJ
TA_099,IT_053,,IIMURA Takahiko,飯村隆彦,White Calligraphy,ホワイト・カリグラフィー,,,,,Iimura Takahiko,1967,BW,Silent,00:11:00,Film,16mm,,,Master / マスター,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_099,IT_054,,IIMURA Takahiko,飯村隆彦,White Calligraphy,ホワイト・カリグラフィー,,,,,Iimura Takahiko,1967,BW,Silent,00:11:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_099,IT_061,,IIMURA Takahiko,飯村隆彦,White Calligraphy,ホワイト・カリグラフィー,Print 1996,,,,Iimura Takahiko,1967,BW,Silent,00:12:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Print 1996,,,,,,CCJ
TA_099,IT_092,,IIMURA Takahiko,飯村隆彦,White Calligraphy,ホワイト・カリグラフィー,,,,,Iimura Takahiko,,BW,Silent,00:08:00,Film,8mm,,,,,,16fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; side:WHITE CALLIGRAPHY, B.W Silent, 12min, TAKA IIMURA 
TOP:WHITE CALLIGRAPHY by Taka iimura B/W, Silent, 16mm ","NO1 ,White Clligraphy by Taka iimura",,,,,CCJ
TA_099,IT_093,,IIMURA Takahiko,飯村隆彦,White Calligraphy,ホワイト・カリグラフィー,Fuji Single 8,,,,Iimura Takahiko,1967,BW,Silent,00:11:00,Film,Single 8mm,,,,,,24fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; side:TAKAHIKO IIMURA WHITE CALLIGRAPHY 1967.silent.B/W
TOP:TAKAHIKO  IIMURA WHITE CALLIGRAPHY1967,B/W,Slent,11min,24FPS,Super 8mm",-,,,,,CCJ
TA_099,IT_183,,IIMURA Takahiko,飯村隆彦,White Calligraphy,ホワイト・カリグラフィー,,,,,Iimura Takahiko,,BW,,,Film,16mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,,,,,,,,,,,,,,,,,,,,,,"White Calligraphy Original. B/W, 1967 (Partial Double perf), Print Reversal with Black TRK","White Calligraphy, Silent, Pix only",,,,,CCJ
TA_100,IT_161,,IIMURA Takahiko,飯村隆彦,Why Not Sneeze?,何故くしゃみをしない,,,,,Iimura Takahiko,1963,,Silent,,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_101,IT_176,,IIMURA Takahiko,飯村隆彦,Yoko Ono: This Is Not Here,ヨーコ・オノ “ディス・イズ・ノット・ヒア”,Sound by Yoko Ono,,,,Iimura Takahiko,1972,Color,Silent,,Film,16mm,,,Master / マスター,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,,,,,"Master, 1982, This is Not Here, Pix only (Color). Snd=Tape.",,CCJ
TA_101,IT_229,,IIMURA Takahiko,飯村隆彦,Yoko Ono: This Is Not Here,ヨーコ・オノ “ディス・イズ・ノット・ヒア”,,,,,Iimura Takahiko,,Color,Sound,00:17:00,Film,16mm,,,Master / マスター,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; Magnetic Coated on the back of film  Document of Yoko Ono at exhibition in New York, 1972, with John Lennon Yoko",,,,,,
TA_102,IT_104,,IIMURA Takahiko,飯村隆彦,"[Compliation: A Chair, Blinking]",コンピレーション：チェアー、ブリンキング,,,,,Iimura Takahiko,1970,,,,Video,U-matic S,,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Copy from 1/2"" open reel.]",,
TA_102,IT_112,11,IIMURA Takahiko,飯村隆彦,"[Compliation: Double Portrait, I Love You]",ダブル・ポートレート/ アイ・ラブ・ユー,Titles are Double Portrait and I Love You,,,,Iimura Takahiko,1987,,,00:11:00,Video,U-matic S,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annotations indicate it is a 1987 version with sound effects.,,CCJ
TA_102,IT_113,12,IIMURA Takahiko,飯村隆彦,[Compliation: Self Introduction and Hit Your Own Back],コンピレーション：自己紹介とあなた自身の背中を撃て,Titles are Self Introduction and Hit Your Own Back,,,,Iimura Takahiko,,,,00:18:00,Video,U-matic,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_102,IT_114,"13, 9",IIMURA Takahiko,飯村隆彦,[Documentation:Register Yourself],ドキュメンテーション：レジスター,,,,,Iimura Takahiko,1978,,,00:27:00,Video,U-matic,,,Camera Original / カメラ・オリジナル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_102,IT_117,16 part one,IIMURA Takahiko,飯村隆彦,[Documentation: I=You=He / She],ドキュメンテーション：私＝あなた＝彼 / 彼女,"3:00 pm performance, Part 1.",,,,Iimura Takahiko,1979-06-09,,,,Video,U-matic S,,,Camera Original / カメラ・オリジナル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_102,IT_118,"16, part two",IIMURA Takahiko,飯村隆彦,[Documentation: I=You=He / She],ドキュメンテーション：私＝あなた＝彼 / 彼女,"5:00 pm performance, Part 2",,,,Iimura Takahiko,1979-06-09,,,00:17:00,Video,U-matic S,,,Camera Original / カメラ・オリジナル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_102,IT_121,23,IIMURA Takahiko,飯村隆彦,[Compilation],コンピレーション,New York Hotsprings is part of compilation.,,,,Iimura Takahiko,1984,,,00:10:00,Video,U-matic,,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annotations indicates New York Hotsprings is an 'original'; also indicates Betcam to U-Matic transfer.,,CCJ
TA_102,IT_122,"24, 25",IIMURA Takahiko,飯村隆彦,"[Compilation: Moments at the Rock; Robina Rose and Me, English language version.]",コンピレーション：岩での瞬間＆ロビーナ・ローズと私　英語バージョン,"Titles: Moments at the Rock; Robina Rose and Me, English language version.",,,,Iimura Takahiko,1984,,,,Video,U-matic,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attached note indicates transfer to DVCAM.,,CCJ
TA_102,IT_126,"27, 37-1",IIMURA Takahiko,飯村隆彦,[Compilation: Concept Tapes 1 old version],コンピレーション：コンセプト　テープス1  旧版,Multiple titles,,,,Iimura Takahiko,1975–87,,,00:43:00,Video,U-matic,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_102,IT_127,"28, 46",IIMURA Takahiko,飯村隆彦,[Compilation: Concept Tapes 2 old version],コンピレーション：コンセプト　テープス2  旧版,Multiple titles,,,,Iimura Takahiko,1970–90,,,00:51:00,Video,U-matic,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_102,IT_128,"30, 48-3",IIMURA Takahiko,飯村隆彦,[Compilation: A Journey to Ayers Rock; Moments at the Rock; and Excerpts from Ayers Rock],エアーズロックへの旅；岩での瞬間 ＆ エアーズロックからの抜粋,A Journey to Ayers Rock; Moments at the Rock; Excerpts from Ayers Rock.,,,,Iimura Takahiko,1984,,,00:32:26,Video,U-matic,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_102,IT_131,"22, 26-4",IIMURA Takahiko,飯村隆彦,[Documentation: This is a Camera Which Shoots This],ドキュメンテーション：ディス・カメラ・ウィッチ・シュート・ディス,,,,,Iimura Takahiko,1983,,,,,,,,Master Film Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Transfer from film.],,CCJ
TA_102,IT_137,44,IIMURA Takahiko,飯村隆彦,[Documenation: AIUEONN Six Features],ドキュメンテーション：あいうえおん六面相,,,,,Iimura Takahiko,1990,,,00:08:00,Video,U-matic S,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annotations indicate performed in Poland in 1990; label indicates 1994.,,CCJ
TA_102,IT_138,"78, 14-2",IIMURA Takahiko,飯村隆彦,[Compilation],コンピレーション,"Two works in a trilogy that includes Camera, Monitor, Frame; Observer/Observed; Observer/Observed/Observer",,,,Iimura Takahiko,1976,,,00:41:00,Video,U-matic,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annotations indicate 'old version (not included Camera, Monitor, Frame.)",,CCJ
TA_102,IT_144,46,IIMURA Takahiko,飯村隆彦,[Documentation: As I See You You See Me],ドキュメンテーション：私があなたを見るように、あなたは私を見る,Performed at UCLA.,,,,Iimura Takahiko,1977,,,00:07:00,Video,U-matic S,,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
